Mode_Index,Frequency_cm-1,Type,Participation_Ratio
369,(107.84488602785304+0j),Real,0.3589939841286954
370,(108.16568706973071+0j),Real,0.42104137031195665
371,(108.38225817896917+0j),Real,0.36945314531946016
372,(108.54343105651029+0j),Real,0.44662057963471663
373,(108.94386915085742+0j),Real,0.4233107671916704
374,(109.16215141577098+0j),Real,0.3485042597144508
375,(109.54199678675552+0j),Real,0.39092533958191406
376,(109.79143311132643+0j),Real,0.4667919807432886
377,(110.14843143646796+0j),Real,0.5067936028840525
378,(110.45378652102951+0j),Real,0.43931150412690767
379,(111.0009786718105+0j),Real,0.46807458931271706
380,(111.21043620803522+0j),Real,0.41191285080609624
381,(111.40247907285193+0j),Real,0.39369078139344255
382,(111.76884131160718+0j),Real,0.4053936332869306
383,(111.97851960351547+0j),Real,0.3691205280584098
384,(112.48778344713068+0j),Real,0.4268267796699997
385,(112.5372750755419+0j),Real,0.4404893152713401
386,(113.02399276697597+0j),Real,0.40463695975234193
387,(113.53486116800693+0j),Real,0.4293551958721402
388,(113.68564470167274+0j),Real,0.4114151604155948
389,(113.98606734350459+0j),Real,0.44564343447652915
390,(114.39223433446597+0j),Real,0.3632845740730943
391,(114.91597170209631+0j),Real,0.377528211735346
392,(115.16517832311234+0j),Real,0.2803687782457712
393,(115.66741859245546+0j),Real,0.38800019187180057
394,(116.07846860193935+0j),Real,0.48341069495263134
395,(116.52174709574085+0j),Real,0.35050852014166817
396,(116.72646492214973+0j),Real,0.40058743840832095
397,(117.09276373257434+0j),Real,0.34449483967312305
398,(117.17726364980258+0j),Real,0.4066600039108785
399,(117.96366441371131+0j),Real,0.3687946850140217
400,(118.13865909988856+0j),Real,0.3382905260057603
401,(118.56915299396154+0j),Real,0.3579642629876462
402,(118.96079377944568+0j),Real,0.39455175807362697
403,(119.20452504311034+0j),Real,0.4744592092384343
404,(119.41040017145298+0j),Real,0.4913713468346745
405,(119.77410396450858+0j),Real,0.45428475806377727
406,(120.06047000589332+0j),Real,0.3570400380404706
407,(120.16600230128121+0j),Real,0.381894214068077
408,(120.36339534530768+0j),Real,0.49763809859275204
409,(121.18821518548934+0j),Real,0.5231947277264742
410,(121.40528554230112+0j),Real,0.37203088514581684
411,(121.8834945696205+0j),Real,0.43478115706485043
412,(121.99378828973614+0j),Real,0.32965620226608533
413,(122.53883623453288+0j),Real,0.4007845083875142
414,(122.73681130451925+0j),Real,0.48136623190034583
415,(122.99388504536391+0j),Real,0.40289140007301977
416,(123.39602819264576+0j),Real,0.35658194958677375
417,(123.58782087529286+0j),Real,0.43391319720193994
418,(123.85904670019951+0j),Real,0.3396979499103436
419,(124.22681628388193+0j),Real,0.35211601689712935
420,(124.7242415492498+0j),Real,0.4704138074683105
421,(125.0964435319847+0j),Real,0.4213683610037814
422,(125.38800099006417+0j),Real,0.25194373003399184
423,(126.11470892847201+0j),Real,0.36554150054292717
